account_number,account_type,balance_date,balance,name,date_of_birth,contact_number,first_line_of_address,transaction_id,account_to,transaction_date,value
21711501,Basic,2023-01-31,126.63,Marcelo Gebby,1957-01-01,077749225564,4 Artisan Alley,8434042169,23815822,2023-02-03,1882.4
72208029,Gold,2023-01-31,11.37,Daphna Aizikovitz,1982-09-13,077750510983,587 Oxford Plaza,8489908664,85344981,2023-02-06,1024.2
81384411,Basic,2023-01-31,175.86,Donella Stutely,1992-09-16,077497282395,74 Fremont Court,8535701494,85994636,2023-02-04,1361.0
65754176,Basic,2023-01-31,716.55,King Wooler,1975-12-27,077310078589,9925 Weeping Birch Plaza,8549509183,18348734,2023-02-09,1045.1
38969279,Gold,2023-01-31,195.74,Ambros Fitzgerald,1998-06-11,077326699118,88 Sugar Crossing,8603111812,21558805,2023-02-05,2160.7
58491429,Basic,2023-01-31,937.47,Bernetta Hagan,2001-04-27,077663200977,72746 Heath Plaza,8636422310,27193470,2023-02-06,1486.9
11662506,Basic,2023-01-31,573.89,Leigh Slimings,2002-11-12,077112224952,5841 Florence Circle,8657927187,11110085,2023-02-14,1397.8
24462859,Basic,2023-01-31,646.0,Kittie Heakins,1957-07-10,077641727085,9 Village Green Point,8680634573,35633136,2023-02-09,1855.5
44902994,Basic,2023-01-31,790.34,Elsi Payton,1935-03-22,077588400660,54091 Surrey Alley,8699896069,76847816,2023-02-03,1259.6
29638033,Gold,2023-01-31,537.95,Barbaraanne Fredi,1963-04-01,077544564107,104 Dawn Drive,8738045222,45558696,2023-02-02,1890.0
69648759,Basic,2023-01-31,693.39,Mora Reddin,1981-08-16,077485581191,8 Eggendart Plaza,8757806101,61555609,2023-02-13,1503.2
14014401,Basic,2023-01-31,554.46,Clement Gant,1958-10-09,077595178757,13 Barnett Lane,8770709343,54824933,2023-02-09,1549.1
30718836,Gold,2023-01-31,360.78,Suzette Guilford,1936-06-16,077820102363,23519 Lerdahl Point,8776816028,63556863,2023-02-08,1127.4
17749893,Basic,2023-01-31,889.45,Klemens Gagan,1957-04-25,077404841393,4 Green Way,8782463611,15944303,2023-02-12,1267.9
46525458,Gold,2023-01-31,938.4,Tiphanie Ream,2002-01-15,077814193387,343 Starling Parkway,8791134862,12240007,2023-02-05,1748.6
99791709,Gold,2023-01-31,15.05,Tabby Matteotti,1962-10-13,077586210387,7517 Aberg Plaza,8811694280,25510430,2023-02-06,1359.0
80787776,Gold,2023-01-31,460.46,Saundra Hargitt,1988-09-01,077281724264,7211 Eastlawn Junction,8821350304,64237458,2023-02-05,1295.5
85994636,Gold,2023-01-31,819.24,Chip Sedcole,1985-11-06,077561752448,1346 Northwestern Junction,8821866106,25522226,2023-02-04,1410.9
49516533,Gold,2023-01-31,7.4,Kattie Sarvar,1981-12-28,077135138253,4552 Merrick Plaza,8833165655,27382109,2023-02-13,1188.4
17085651,Gold,2023-01-31,945.51,Otho Kelinge,1958-06-03,077524597284,22 Kennedy Trail,8864200932,54067346,2023-02-11,1635.6
62213525,Gold,2023-01-31,45.68,Nanice Wegener,1993-05-14,077988756428,671 Dottie Court,8875038309,23415061,2023-02-04,1702.7
84188877,Basic,2023-01-31,624.29,Milly McCullogh,1966-07-23,077311953078,6491 Northview Junction,8896546893,18718399,2023-02-10,1800.7
10864084,Gold,2023-01-31,119.98,Dyana Gianullo,1988-11-27,077517614468,763 Fulton Trail,8938004112,49172838,2023-02-13,1545.5
17138963,Basic,2023-01-31,131.95,Booth Vertigan,1934-07-04,077359490161,29 Valley Edge Junction,9013221270,19559937,2023-02-01,1500.7
60996794,Basic,2023-01-31,27.98,Vere Radenhurst,1994-06-20,077570905168,3405 Utah Hill,9044315250,53884626,2023-02-13,1525.2
15044055,Gold,2023-01-31,204.3,Ruprecht Jessel,1944-05-21,077143621889,6761 Toban Circle,9059693922,40082477,2023-02-09,1434.1
93745446,Basic,2023-01-31,574.89,Janet Comiam,1964-08-21,077458460825,10 Petterle Center,9070015781,94973297,2023-02-10,1275.3
98717357,Basic,2023-01-31,183.63,Mariana Aburrow,1955-12-02,077188572854,6 Darwin Pass,9074617751,78234498,2023-02-04,1369.6
77931114,Gold,2023-01-31,480.52,Lara Betteriss,1997-09-29,077847260700,3774 Shopko Center,9076940436,46643937,2023-02-12,1041.9
67466632,Gold,2023-01-31,350.06,Gayle Bellwood,1952-09-13,077116687087,8012 Oak Valley Terrace,9122546715,94060198,2023-02-05,1317.7
18348734,Basic,2023-01-31,579.93,Colene Rastrick,1946-03-24,077955897701,8 Macpherson Terrace,9128693981,45015534,2023-02-08,1032.4
57948925,Basic,2023-01-31,194.11,Sigismond Merrikin,1942-07-09,077427994477,98805 Namekagon Court,9129991358,76343783,2023-02-13,1505.7
54032229,Basic,2023-01-31,176.12,Marlie Benadette,1975-10-18,077176111121,8279 Monument Lane,9131693652,34252525,2023-02-13,1503.4
45029598,Gold,2023-01-31,558.87,Jerri McCrohon,2003-07-04,077696895888,95 Vernon Park,9153064143,23295106,2023-02-14,1338.4
53086727,Gold,2023-01-31,408.74,Kathe Winslade,1981-06-07,077926756392,9 West Hill,9161107409,96719450,2023-02-10,1362.1
10232603,Gold,2023-01-31,732.55,Kizzee Puddephatt,2003-10-18,077598835878,72404 Maywood Avenue,9161410454,91972687,2023-02-10,1128.4
37503622,Gold,2023-01-31,630.18,Judah Shemwell,1996-10-25,077704105958,293 Monument Junction,9166816564,68558850,2023-02-04,1395.3
37017424,Basic,2023-01-31,71.34,Joshia Pole,1969-05-04,077377565104,3752 Annamark Place,9171513191,74252410,2023-02-10,1531.0
66586860,Gold,2023-01-31,938.51,Urson Fulbrook,1974-07-21,077660206901,3423 Stephen Circle,9184252820,84695068,2023-02-12,1764.4
76546657,Gold,2023-01-31,434.77,Nathanil Crate,1974-11-30,077149355836,3 Beilfuss Alley,9187890232,46597215,2023-02-08,1123.1
57108303,Gold,2023-01-31,737.04,Barbara-anne Kiehl,1971-08-03,077138794713,79 Crest Line Park,9198830945,77551209,2023-02-04,1795.8
92145159,Gold,2023-01-31,61.65,Gunther Fawltey,2003-02-02,077513000809,452 Bartelt Hill,9300429434,11928523,2023-02-12,2208.4
25636885,Gold,2023-01-31,755.58,Emmie Kealey,1953-01-09,077785042771,703 Upham Crossing,9300490451,83187508,2023-02-10,1048.2
42235537,Basic,2023-01-31,165.2,Gilburt Sedgefield,1961-07-09,077833801224,1587 Bunting Crossing,9309396490,44228646,2023-02-08,1244.2
36114551,Joint,2023-01-31,876.22,Verile Briggs,1996-11-25,077476103800,220 Bonner Road,9323740667,51313899,2023-02-03,1488.0
36114551,Joint,2023-01-31,876.22,Janey Stag,1944-07-08,077710907490,220 Bonner Road,9323740667,51313899,2023-02-03,1488.0
59252971,Gold,2023-01-31,803.65,Abbie Bonehill,2003-10-14,077325085865,2346 Killdeer Terrace,9326834948,53091928,2023-02-07,1741.9
39093565,Basic,2023-01-31,107.2,Reinaldos Pottberry,1991-07-16,077206025405,84585 Anderson Alley,9337783533,85924719,2023-02-08,1872.8
84969883,Gold,2023-01-31,672.74,Sissy Escofier,1993-08-30,077803681200,89512 Eastlawn Trail,9341982960,44066457,2023-02-03,1179.0
51313899,Gold,2023-01-31,189.04,Anabel Gumbrell,1981-09-07,077780840548,75 Graedel Lane,9357794492,66586860,2023-02-01,1072.7
43329727,Gold,2023-01-31,477.69,Cornelle Maytom,2001-02-12,077869160177,10 Raven Trail,9369412115,78076137,2023-02-04,1231.2
13551717,Basic,2023-01-31,26.95,Crystal Jeacock,1956-03-24,077564586293,762 Mosinee Circle,9389881641,97571696,2023-02-01,1361.0
32400822,Gold,2023-01-31,987.34,Van Barritt,1995-10-26,077622614912,5 Emmet Junction,9394994130,50520009,2023-02-08,1808.4
43541008,Gold,2023-01-31,413.2,Simonette Westoll,1967-08-16,077595149901,28455 Truax Trail,9426131787,44228646,2023-02-05,1144.8
66700123,Joint,2023-01-31,175.15,Rene Erik,1972-01-17,077134186207,92670 Garrison Place,9442192019,89088715,2023-02-02,1180.2
66700123,Joint,2023-01-31,175.15,Rebekkah Blais,1964-03-10,077527765994,92670 Garrison Place,9442192019,89088715,2023-02-02,1180.2
23971753,Basic,2023-01-31,170.77,Shanon Howie,1960-01-14,077672808451,17746 Comanche Center,9463323708,64683004,2023-02-09,1658.0
73234341,Gold,2023-01-31,811.71,Evonne Blackesland,1969-03-14,077348055344,8 Esker Parkway,9484849237,80709302,2023-02-11,2044.6
73439131,Gold,2023-01-31,863.01,Lind Shaddock,1971-01-23,077875585595,16 Bunting Trail,9493811697,96278865,2023-02-06,1069.0
10799356,Gold,2023-01-31,915.04,Emmi Sinnie,1954-01-29,077304047316,76493 Jenifer Place,9497069960,69540137,2023-02-14,1314.7
86207903,Gold,2023-01-31,911.44,Leeanne Oddey,1935-05-30,077377002273,6125 Lake View Crossing,9533768649,51771015,2023-02-11,1035.1
84366763,Gold,2023-01-31,734.48,Hedda Breukelman,1981-08-16,077559993711,5 Monument Circle,9534445568,77418940,2023-02-11,1012.8
68483071,Gold,2023-01-31,25.88,Bendicty Skipping,1965-04-10,077949590159,27675 Talisman Junction,9596601547,22137086,2023-02-04,2122.7
94973297,Basic,2023-01-31,761.68,Vida Chiverstone,1998-04-15,077775774111,6 Mayer Court,9598995518,53376344,2023-02-14,1365.0
97487639,Gold,2023-01-31,403.96,Adora Medeway,1954-08-31,077420518199,42490 Charing Cross Court,9611088159,11463412,2023-02-09,1582.3
37004975,Basic,2023-01-31,635.77,Sid Tinsey,1969-03-20,077762739943,7586 7th Avenue,9632604202,27203821,2023-02-07,1679.8
28380949,Basic,2023-01-31,937.24,Gherardo Leng,1988-10-05,077754173276,1968 Graedel Park,9640473553,69796371,2023-02-04,1412.5
61724951,Gold,2023-01-31,656.25,Estrella Pretley,1933-11-08,077283853245,9858 Hagan Pass,9662970398,72354216,2023-02-13,1127.3
76146870,Basic,2023-01-31,414.24,Dianne Obern,1940-04-07,077665669464,64097 Sauthoff Court,9675139412,52835507,2023-02-14,1053.5
81655495,Basic,2023-01-31,315.33,Vernice Blonfield,1933-03-15,077981776102,718 Heath Way,9709278754,59705091,2023-02-02,1091.2
85551186,Basic,2023-01-31,909.25,Stefania Shortall,1991-05-16,077315886787,264 Pearson Hill,9713257863,11306584,2023-02-07,1198.9
44626164,Basic,2023-01-31,915.14,Rhys De Vuyst,1986-05-12,077323880621,13313 Lerdahl Avenue,9718945814,97581232,2023-02-09,1166.4
30093672,Gold,2023-01-31,939.77,Marve Broodes,1941-10-17,077292034852,9 Blue Bill Park Court,9756301309,98221133,2023-02-08,1002.0
30623117,Gold,2023-01-31,266.92,Hedwig Lehrer,2003-12-01,077707692226,848 Northview Center,9767173250,35330225,2023-02-09,1169.4
13058003,Gold,2023-01-31,218.0,Bastian Lunam,1995-10-02,077726925518,33 Loomis Road,9770577936,66681692,2023-02-09,1246.4
37878074,Basic,2023-01-31,647.56,Lenci Bacon,1979-10-31,077802296799,61470 Weeping Birch Parkway,9772705354,83443439,2023-02-03,1218.0
81855175,Basic,2023-01-31,907.59,Iona Ehlerding,1986-11-14,077469952982,14308 Heath Pass,9778671273,91259453,2023-02-12,1801.4
40039031,Gold,2023-01-31,124.72,Oralla Plumm,1940-04-21,077901713079,91 Washington Terrace,9791706700,86218347,2023-02-07,1581.8
79033058,Basic,2023-01-31,97.12,Barnaby Boydon,1964-11-10,077560843018,917 Charing Cross Parkway,9800350713,30112323,2023-02-09,1504.7
39267013,Basic,2023-01-31,516.74,Penny Bartolommeo,1993-05-08,077674320345,423 Cascade Lane,9813247657,73668192,2023-02-02,1495.8
41245288,Gold,2023-01-31,540.61,Asia Wyld,1993-05-21,077247421402,820 Petterle Drive,9822470290,37443706,2023-02-13,1088.0
95213279,Gold,2023-01-31,441.59,Karole Pointing,1977-03-07,077911233080,6232 Steensland Way,9825475447,49840526,2023-02-08,2591.7
45196342,Gold,2023-01-31,402.48,Briny Birckmann,1932-01-08,077545560274,722 Russell Circle,9837530847,31335654,2023-02-12,1192.7
11736814,Basic,2023-01-31,381.51,Meghann Tucker,1938-01-30,077367647078,5 Beilfuss Court,9845010989,32991596,2023-02-11,1851.4
29358670,Gold,2023-01-31,874.94,Joice Lufkin,1962-08-01,077943159313,6033 Dunning Center,9847562024,84778718,2023-02-12,1183.8
88160468,Gold,2023-01-31,640.07,Raff Pakeman,1997-03-09,077596092076,76 Ridge Oak Alley,9849651040,19789505,2023-02-01,1041.9
24529850,Basic,2023-01-31,800.79,Coralie Knellen,1968-09-28,077134906360,682 Morning Pass,9859809917,25678043,2023-02-08,2283.2
53845615,Basic,2023-01-31,597.04,Melita Grouvel,1991-01-20,077528594995,1 Victoria Point,9881869013,41252281,2023-02-10,1052.9
53161068,Gold,2023-01-31,945.53,Neill Jowle,1984-01-20,077185971315,8 Marquette Crossing,9909979543,10034341,2023-02-03,1566.6
