account_number,transaction_date,transaction_value,balance
70665892,2023-02-08,45.03,849.51
70719064,2023-02-08,965.2,3306.6600000000003
70925461,2023-02-08,-154.41,312.57000000000005
70925461,2023-02-08,121.98,208.68000000000006
70954264,2023-02-08,-81.2,71.58999999999999
71051904,2023-02-08,102.1,174.54
71135606,2023-02-08,-47.16,412.16000000000014
71137421,2023-02-08,-949.2,-576.9200000000001
71183710,2023-02-08,-86.52,621.8600000000001
71213535,2023-02-08,83.34,989.05
71213535,2023-02-08,218.9,1125.78
71293250,2023-02-08,120.15,890.38
71332337,2023-02-08,-1434.3,-659.42
71332337,2023-02-08,113.65,-855.3699999999999
71825742,2023-02-08,198.28,-104.76999999999998
71868471,2023-02-08,189.62,-454.90999999999997
71913103,2023-02-08,127.37,412.38
71934515,2023-02-08,-1011.5,-460.48999999999995
71934515,2023-02-08,150.55,-819.3899999999999
72050477,2023-02-08,-106.6,146.13000000000002
72268811,2023-02-08,133.85,685.2
72446758,2023-02-08,893.64,961.24
72446758,2023-02-08,67.6,807.32
72446758,2023-02-08,-153.92,611.07
72466733,2023-02-08,474.7,993.6500000000001
72526383,2023-02-08,853.6,1832.71
72526383,2023-02-08,93.74,1819.16
72526383,2023-02-08,-13.55,1652.5600000000002
72558185,2023-02-08,793.9,871.6999999999999
72623919,2023-02-08,-65.6,1237.24
72809943,2023-02-08,-125.73,253.28000000000003
72812647,2023-02-08,74.77,449.31999999999994
72856610,2023-02-08,140.03,974.8700000000001
72986897,2023-02-08,-182.69,449.85
72995062,2023-02-08,-175.88,842.4000000000001
72996601,2023-02-08,78.2,629.9000000000001
73015538,2023-02-08,-1190.8,33.24000000000012
73642628,2023-02-08,109.32,1451.8899999999999
73652359,2023-02-08,80.58,149.31
73700087,2023-02-08,-106.53,310.43000000000006
73744504,2023-02-08,-52.52,215.34
73762750,2023-02-08,106.97,1793.82
73983591,2023-02-08,7.57,-1302.89
73983601,2023-02-08,-111.97,381.54999999999995
74012560,2023-02-08,414.56,363.52
74252410,2023-02-08,-145.42,42.20000000000002
74281404,2023-02-08,139.28,451.85
74304084,2023-02-08,131.58,1585.83
74367877,2023-02-08,472.5,1162.95
74387481,2023-02-08,-644.8,390.9100000000001
74441123,2023-02-08,61.45,626.22
74544582,2023-02-08,89.17,-464.63
74768567,2023-02-08,39.82,538.02
74822001,2023-02-08,157.11,986.0000000000001
75094093,2023-02-08,478.09,411.51
75134291,2023-02-08,905.3,1670.8899999999999
75205767,2023-02-08,-59.01,40.42000000000001
75223089,2023-02-08,140.76,601.34
75355842,2023-02-08,-107.62,347.1
75553043,2023-02-08,-46.14,477.71000000000004
75569387,2023-02-08,76.31,1785.9799999999998
75569387,2023-02-08,-137.97,1630.8299999999997
75687743,2023-02-08,68.98,1249.1
75762044,2023-02-08,-1107.6,135.10999999999999
75782714,2023-02-08,97.29,420.48
75893682,2023-02-08,102.31,674.9499999999999
75969874,2023-02-08,165.42,901.75
76078639,2023-02-08,154.69,591.72
76146870,2023-02-08,141.27,1749.8700000000001
76245103,2023-02-08,171.4,913.96
76256026,2023-02-08,-62.85,-543.7700000000001
76273831,2023-02-08,109.58,1011.52
76343783,2023-02-08,133.38,1429.34
76482858,2023-02-08,1236.7,265.27
76546657,2023-02-08,-85.6,-1099.36
76662799,2023-02-08,-77.47,119.18000000000002
76662799,2023-02-08,60.7,52.01000000000002
76698056,2023-02-08,-124.31,1434.67
76787359,2023-02-08,-808.1,924.8999999999999
76857747,2023-02-08,97.82,1023.9200000000001
77017650,2023-02-08,38.41,882.01
77017650,2023-02-08,96.4,777.8299999999999
77026279,2023-02-08,101.4,225.03
77241606,2023-02-08,-97.26,648.73
77243259,2023-02-08,86.62,778.6300000000001
77243259,2023-02-08,97.07,613.9300000000001
77377150,2023-02-08,-144.03,408.48999999999995
77447018,2023-02-08,-56.34,638.8299999999999
77447018,2023-02-08,-59.47,475.7799999999999
77504884,2023-02-08,122.99,1147.83
77504884,2023-02-08,108.51,1239.9399999999998
77504884,2023-02-08,92.11,1196.0499999999997
77688406,2023-02-08,1516.3,1633.77
77841390,2023-02-08,-98.66,2401.9500000000003
77911836,2023-02-08,-114.33,-555.3000000000001
77917083,2023-02-08,-78.8,2106.1
77966293,2023-02-08,22.54,1108.52
77966293,2023-02-08,132.99,1205.18
78004131,2023-02-08,-12.69,-606.87
78129803,2023-02-08,540.8,490.3799999999999
78184766,2023-02-08,-109.41,32.589999999999996
78184766,2023-02-08,43.9,-36.04
78257880,2023-02-08,97.96,2116.67
78296743,2023-02-08,-94.27,-1587.8300000000002
78296743,2023-02-08,96.34,-1624.5500000000002
78296743,2023-02-08,-36.72,-1779.15
78303304,2023-02-08,-91.58,851.9299999999998
78343618,2023-02-08,-1632.0,-2524.75
78667134,2023-02-08,39.71,539.6500000000001
78673350,2023-02-08,74.72,494.41
78716149,2023-02-08,38.7,503.53000000000003
78767161,2023-02-08,-69.84,-115.07000000000005
78807944,2023-02-08,226.83,576.11
78905675,2023-02-08,-101.84,-183.07999999999998
78905675,2023-02-08,129.7,-82.22999999999999
78905675,2023-02-08,100.85,-28.569999999999993
78913378,2023-02-08,-711.2,-531.95
78945298,2023-02-08,-194.01,3014.3800000000006
79169988,2023-02-08,51.53,510.61999999999995
79169988,2023-02-08,-31.3,408.50999999999993
79181666,2023-02-08,103.33,565.9000000000001
79307217,2023-02-08,93.31,428.0
79329254,2023-02-08,984.43,901.41
79415620,2023-02-08,104.64,720.77
79435523,2023-02-08,100.66,862.3599999999999
79566165,2023-02-08,94.45,201.87
79566627,2023-02-08,167.72,-611.0799999999999
79570236,2023-02-08,-101.36,1000.1299999999999
79632523,2023-02-08,-129.27,1223.47
79656355,2023-02-08,68.86,2640.0300000000007
80040176,2023-02-08,-156.4,510.71000000000015
80135904,2023-02-08,-86.83,1054.4099999999999
80244844,2023-02-08,-199.36,637.8100000000002
80244844,2023-02-08,140.07,488.08000000000015
80283776,2023-02-08,-121.67,218.81999999999994
80283776,2023-02-08,92.84,95.52999999999993
80291188,2023-02-08,38.29,346.48
80379245,2023-02-08,106.24,964.9899999999998
80678427,2023-02-08,142.28,172.50000000000003
80678427,2023-02-08,-136.73,28.240000000000038
80678427,2023-02-08,-144.26,-1023.1600000000001
80761210,2023-02-08,-105.09,383.81
80778066,2023-02-08,56.13,401.76
80812213,2023-02-08,-103.35,24.109999999999985
80889919,2023-02-08,-20.39,408.77
80938878,2023-02-08,24.23,-16.54
80939694,2023-02-08,102.47,1953.9
80939694,2023-02-08,66.57,1874.3300000000002
81075588,2023-02-08,100.09,734.4000000000001
81075588,2023-02-08,143.85,851.47
81159651,2023-02-08,55.28,471.8399999999999
81200849,2023-02-08,-76.35,509.47000000000014
81206535,2023-02-08,29.75,727.21
81561788,2023-02-08,96.93,305.72999999999985
81651344,2023-02-08,155.37,282.54
81727860,2023-02-08,-99.25,169.84
81932657,2023-02-08,58.0,1330.21
82043720,2023-02-08,-118.34,857.7499999999999
82177278,2023-02-08,-123.02,931.63
82461559,2023-02-08,-117.08,638.95
82589836,2023-02-08,207.91,894.0999999999999
82879607,2023-02-08,-171.29,3.000000000000014
82927034,2023-02-08,63.83,300.73999999999995
83056011,2023-02-08,129.38,1265.92
83128544,2023-02-08,-153.16,-52.16999999999999
83166098,2023-02-08,-46.92,457.26
83187508,2023-02-08,90.78,865.6600000000001
83281565,2023-02-08,68.88,1013.9200000000001
83281565,2023-02-08,-23.79,887.8100000000001
83281565,2023-02-08,-126.11,741.3100000000001
83530541,2023-02-08,33.35,-652.45
83659554,2023-02-08,548.94,2086.04
83693383,2023-02-08,-905.3,-839.9599999999998
83788130,2023-02-08,-161.03,264.9399999999999
83828891,2023-02-08,-136.6,804.97
83891783,2023-02-08,-128.31,19.400000000000006
84070285,2023-02-08,160.17,105.57999999999998
84375036,2023-02-08,-313.5,427.12
84396180,2023-02-08,54.15,27.439999999999998
84406205,2023-02-08,46.34,959.3100000000001
84418749,2023-02-08,46.77,516.9099999999999
84448752,2023-02-08,88.91,3279.26
84448752,2023-02-08,1368.6,2025.6600000000003
84471701,2023-02-08,-55.81,270.06
84656105,2023-02-08,100.78,2348.1900000000005
84746166,2023-02-08,-59.8,634.45
84822607,2023-02-08,-209.73,400.19
84964879,2023-02-08,1653.3,2336.35
85140734,2023-02-08,77.13,-1008.0899999999997
85182642,2023-02-08,-108.09,246.86999999999995
85192761,2023-02-08,-1922.5,-791.81
85238291,2023-02-08,163.8,114.82999999999998
85250129,2023-02-08,-87.33,1223.51
85250129,2023-02-08,952.0,1104.75
85336547,2023-02-08,120.76,823.13
85344981,2023-02-08,1024.2,2016.6799999999998
85362253,2023-02-08,78.85,658.81
85420056,2023-02-08,26.76,13.679999999999993
85482194,2023-02-08,145.86,1559.9700000000003
85482194,2023-02-08,141.86,1605.2000000000003
85490561,2023-02-08,75.08,756.9300000000001
85493851,2023-02-08,1.46,773.7300000000001
85496714,2023-02-08,60.39,-78.66
85501046,2023-02-08,158.24,303.64000000000004
85503501,2023-02-08,394.5,622.6800000000001
85562851,2023-02-08,-226.83,87.11999999999999
85562851,2023-02-08,-19.11,-99.22000000000001
85723355,2023-02-08,-6.72,551.38
85724829,2023-02-08,-23.5,322.4
85724829,2023-02-08,108.96,199.58999999999997
85771346,2023-02-08,-201.7,-313.71999999999997
85841767,2023-02-08,-110.66,179.73000000000002
85841767,2023-02-08,-70.92,44.85000000000002
85846175,2023-02-08,15.66,-23.960000000000008
85848442,2023-02-08,-118.92,55.0
85848442,2023-02-08,-103.57,-1482.1
85874418,2023-02-08,111.97,-1749.85
85902834,2023-02-08,-127.93,292.5200000000001
85924719,2023-02-08,472.05,2344.85
85951663,2023-02-08,255.0,795.2399999999999
85951663,2023-02-08,-105.97,580.0999999999999
85994636,2023-02-08,-1410.9,616.36
86068003,2023-02-08,79.99,-109.10000000000002
86092750,2023-02-08,952.0,1122.04
86108287,2023-02-08,61.25,752.21
86131065,2023-02-08,26.33,986.5900000000001
86155528,2023-02-08,161.12,951.2600000000001
86169883,2023-02-08,98.66,332.28
86339581,2023-02-08,-108.09,30.270000000000067
86496446,2023-02-08,137.51,315.05
86624158,2023-02-08,169.03,858.7499999999999
86637863,2023-02-08,-27.56,915.4100000000001
86728138,2023-02-08,-113.6,-148.54999999999998
86795912,2023-02-08,-119.75,78.19999999999999
86893452,2023-02-08,152.63,-84.56000000000012
86941058,2023-02-08,-64.02,416.0600000000006
87101816,2023-02-08,164.85,316.99999999999994
87121270,2023-02-08,-94.72,-235.5
87133080,2023-02-08,-1151.1,-486.88
87261106,2023-02-08,-57.88,120.34
87356428,2023-02-08,42.19,826.4
87373821,2023-02-08,-54.28,1817.6200000000001
87373821,2023-02-08,133.65,1706.5700000000002
87433733,2023-02-08,-83.76,-313.36
87543952,2023-02-08,-93.88,-1.9899999999999949
87807990,2023-02-08,178.88,1486.4199999999998
87817645,2023-02-08,-660.3,191.96000000000015
87913244,2023-02-08,-123.31,611.6500000000001
87913244,2023-02-08,104.55,557.0900000000001
88160468,2023-02-08,46.31,-415.44
88235115,2023-02-08,-74.11,145.84000000000003
88235115,2023-02-08,89.97,26.900000000000034
88285378,2023-02-08,887.9,1636.87
88306714,2023-02-08,808.0,844.71
88343796,2023-02-08,-224.12,83.31
88399132,2023-02-08,-83.69,919.4100000000001
88466448,2023-02-08,-143.04,-747.6699999999998
88482062,2023-02-08,85.25,-1052.6100000000001
88489173,2023-02-08,-115.09,529.88
88551691,2023-02-08,-75.03,2011.25
88646863,2023-02-08,35.32,1233.6399999999999
88681540,2023-02-08,-11.36,386.86
88732093,2023-02-08,878.3,2298.93
88831746,2023-02-08,64.68,477.41
88857879,2023-02-08,-16.43,670.94
88926132,2023-02-08,-64.68,2604.4500000000007
88968006,2023-02-08,-129.7,966.99
89194917,2023-02-08,332.56,393.96
89223056,2023-02-08,139.98,289.62
89244577,2023-02-08,-117.46,1131.8200000000002
89309725,2023-02-08,121.91,2237.77
89318229,2023-02-08,209.73,846.1800000000001
89353946,2023-02-08,-1.03,973.1300000000001
89369216,2023-02-08,-141.99,307.08000000000004
89632856,2023-02-08,50.84,-1546.1399999999999
89697097,2023-02-08,128.36,-1159.3300000000002
89972805,2023-02-08,456.55,491.75
90019913,2023-02-08,-69.49,-1332.48
90054505,2023-02-08,-129.54,545.02
90118682,2023-02-08,105.38,333.38
90203948,2023-02-08,110.71,2644.98
90233696,2023-02-08,138.32,704.0099999999999
90287712,2023-02-08,-108.31,382.77000000000004
90313378,2023-02-08,57.59,1518.11
90338454,2023-02-08,57.25,716.01
90549616,2023-02-08,-165.34,-2460.1000000000004
90824896,2023-02-08,-74.25,596.32
90871147,2023-02-08,362.86,427.13
90871147,2023-02-08,64.27,350.53999999999996
90932350,2023-02-08,-65.9,677.8000000000001
90932350,2023-02-08,-24.76,-159.4999999999999
90951743,2023-02-08,74.55,239.37999999999988
91020929,2023-02-08,-111.54,188.8
91184544,2023-02-08,-91.56,144.19
91576212,2023-02-08,53.81,1895.31
91576212,2023-02-08,1254.7,1809.4099999999999
91658755,2023-02-08,-1016.9,-553.53
91658755,2023-02-08,-69.56,-742.81
91703213,2023-02-08,104.21,1031.83
91859090,2023-02-08,114.75,660.94
91885907,2023-02-08,-70.1,1065.5299999999997
92001688,2023-02-08,60.76,502.93999999999994
92001688,2023-02-08,203.33,597.8499999999999
92001688,2023-02-08,94.91,525.8
92155262,2023-02-08,-95.71,1457.26
92195724,2023-02-08,-78.1,-1177.5
92221411,2023-02-08,96.4,994.4199999999998
92221411,2023-02-08,122.18,904.4499999999998
92232319,2023-02-08,-212.21,127.53000000000006
92338537,2023-02-08,-403.6,38.30999999999997
92340721,2023-02-08,34.65,2738.83
92898446,2023-02-08,1.77,245.46999999999997
92943637,2023-02-08,-76.04,-176.09
93009261,2023-02-08,-108.88,3715.64
93192347,2023-02-08,51.72,-802.86
93325549,2023-02-08,790.5,1297.87
93346040,2023-02-08,-814.4,-51.87999999999997
93388304,2023-02-08,66.05,340.75
93409343,2023-02-08,-66.17,1525.94
93529019,2023-02-08,184.95,1065.92
93559470,2023-02-08,-749.9,-438.7399999999999
93559470,2023-02-08,162.59,-546.4399999999999
93745446,2023-02-08,177.67,1676.8400000000001
93747938,2023-02-08,-1076.8,-296.92
93840154,2023-02-08,-94.38,179.68
93932516,2023-02-08,-36.15,-80.18999999999986
93932516,2023-02-08,217.58,-95.89999999999986
93981472,2023-02-08,178.08,1766.72
93981472,2023-02-08,114.16,1169.3200000000002
94171142,2023-02-08,-133.09,-368.17999999999995
94365401,2023-02-08,-101.25,111.42
94615411,2023-02-08,151.32,-645.29
94635297,2023-02-08,82.64,357.05
94677908,2023-02-08,-121.46,292.72
94716844,2023-02-08,-58.17,646.03
94748860,2023-02-08,44.05,793.72
94748860,2023-02-08,119.07,825.02
94796578,2023-02-08,-169.36,-280.05000000000007
94893604,2023-02-08,150.79,512.3
95009921,2023-02-08,87.21,1379.3899999999999
95081571,2023-02-08,-168.17,1601.3600000000001
95081571,2023-02-08,1330.7,1662.0600000000002
95113741,2023-02-08,171.53,639.8199999999999
95213279,2023-02-08,-50.49,-2327.44
95274344,2023-02-08,-99.03,47.68000000000015
95356167,2023-02-08,170.2,131.42999999999998
95367755,2023-02-08,70.62,244.02
95446510,2023-02-08,-45.01,416.23
95452518,2023-02-08,172.27,452.57
95674888,2023-02-08,124.86,944.1899999999999
96050548,2023-02-08,-72.83,352.53999999999996
96197628,2023-02-08,-104.91,696.9300000000001
96208050,2023-02-08,-139.18,-116.9
96281358,2023-02-08,49.54,676.54
96401230,2023-02-08,-24.41,1428.65
96401230,2023-02-08,96.33,631.45
96605778,2023-02-08,-303.4,76.97000000000003
96649120,2023-02-08,79.53,282.9
96719450,2023-02-08,-744.0,8.680000000000007
96719450,2023-02-08,118.94,-95.33
96756719,2023-02-08,-155.69,-616.37
96837696,2023-02-08,-164.7,-387.48999999999995
96847078,2023-02-08,-179.67,444.42000000000013
96847078,2023-02-08,105.67,420.04000000000013
96948178,2023-02-08,-71.18,336.48999999999995
97048058,2023-02-08,96.94,1581.4299999999998
97098684,2023-02-08,-68.86,893.09
97328154,2023-02-08,-78.9,222.75000000000003
97405607,2023-02-08,5.35,1459.7799999999997
97426293,2023-02-08,-44.25,722.65
97445899,2023-02-08,42.54,-951.3499999999999
97487639,2023-02-08,48.79,751.8599999999999
97501557,2023-02-08,148.09,606.11
97521278,2023-02-08,-86.95,581.26
97558121,2023-02-08,135.59,715.8
97571696,2023-02-08,1361.0,1999.63
97624673,2023-02-08,-92.81,483.35999999999996
97762952,2023-02-08,-97.94,387.86
97913385,2023-02-08,-78.62,323.93999999999994
97970258,2023-02-08,-110.38,8.859999999999985
97985291,2023-02-08,131.72,580.0899999999999
97985291,2023-02-08,187.67,517.2099999999999
97988499,2023-02-08,-160.17,1218.49
98043237,2023-02-08,-99.34,238.05
98043237,2023-02-08,-154.2,-235.14999999999998
98070849,2023-02-08,132.93,1782.7600000000002
98070849,2023-02-08,442.3,1672.2100000000003
98138904,2023-02-08,885.18,844.2099999999999
98156945,2023-02-08,-1567.0,-210.26999999999998
98221133,2023-02-08,-28.71,1756.96
98237008,2023-02-08,72.53,1497.5399999999997
98336782,2023-02-08,-95.71,29.680000000000007
98377332,2023-02-08,127.44,2249.73
98575383,2023-02-08,-10.53,687.26
98821521,2023-02-08,84.76,760.94
98940578,2023-02-08,99.74,1052.58
99244906,2023-02-08,-105.17,689.0500000000001
99296816,2023-02-08,-77.23,-96.63000000000008
99496896,2023-02-08,431.32,497.14
99657974,2023-02-08,1.58,153.99
99685765,2023-02-08,-120.6,-934.18
99760030,2023-02-08,-173.55,482.4800000000001
10031238,2023-02-09,-110.07,552.7600000000001
10231977,2023-02-09,-68.31,-1300.78
10295384,2023-02-09,133.09,521.52
10437896,2023-02-09,68.72,849.5400000000001
10521885,2023-02-09,120.33,255.89
10725127,2023-02-09,-1268.7,-135.62
10769769,2023-02-09,-143.57,-855.6
10783139,2023-02-09,-96.33,917.37
10783139,2023-02-09,9.69,787.61
10949168,2023-02-09,71.99,95.41000000000003
11061291,2023-02-09,5.73,-157.74999999999997
11150945,2023-02-09,43.59,773.5200000000001
11150945,2023-02-09,133.16,871.5500000000001
11228111,2023-02-09,-1501.3,-1333.4899999999998
11242986,2023-02-09,-93.77,125.25999999999999
11251776,2023-02-09,84.15,827.33
11306584,2023-02-09,45.38,1537.6200000000003
11346696,2023-02-09,-75.77,381.38
11360263,2023-02-09,80.15,654.07
11437275,2023-02-09,-144.5,275.87
11463412,2023-02-09,-97.82,1827.01
11662506,2023-02-09,89.72,560.6299999999999
11662506,2023-02-09,-38.09,425.8499999999999
11694020,2023-02-09,44.43,-1129.6899999999998
11728970,2023-02-09,84.79,784.8699999999999
11744491,2023-02-09,-92.39,867.3799999999999
11744491,2023-02-09,87.15,690.5299999999999
11778031,2023-02-09,-37.69,412.57000000000005
11790056,2023-02-09,-41.57,-1662.48
11826060,2023-02-09,81.64,965.22
11831265,2023-02-09,-140.67,-142.01
11882775,2023-02-09,209.73,-1884.9300000000003
12042151,2023-02-09,101.5,381.62
12198380,2023-02-09,-34.47,620.8299999999999
12680102,2023-02-09,603.0,1138.7
12985543,2023-02-09,-99.51,281.56999999999994
13058003,2023-02-09,-35.9,-1064.3000000000002
13167285,2023-02-09,-78.2,-207.06000000000003
13182613,2023-02-09,-113.46,610.33
13182613,2023-02-09,55.88,530.88
13197335,2023-02-09,79.86,1940.7600000000002
13322659,2023-02-09,-53.92,411.64
13322659,2023-02-09,-85.8,305.26
13474543,2023-02-09,87.33,803.34
13558846,2023-02-09,-148.46,439.24
13610259,2023-02-09,587.73,621.45
14000447,2023-02-09,-154.42,312.33000000000004
14014401,2023-02-09,40.08,-768.8299999999998
14039438,2023-02-09,-155.88,481.21000000000004
14052052,2023-02-09,-192.5,121.42000000000007
14052052,2023-02-09,-512.3,-544.9799999999999
14103210,2023-02-09,116.37,-778.33
14136082,2023-02-09,49.76,1094.1399999999999
14144267,2023-02-09,114.12,345.71
14253152,2023-02-09,215.14,248.53999999999996
14337606,2023-02-09,-160.99,-1683.92
14448009,2023-02-09,-1779.2,-2271.4300000000003
14448009,2023-02-09,-139.36,-3572.13
14505806,2023-02-09,121.72,1682.96
14812157,2023-02-09,-473.7,454.7599999999999
14840078,2023-02-09,-87.19,150.51
14897645,2023-02-09,113.69,133.18
15044055,2023-02-09,-78.94,-1214.9599999999998
15052808,2023-02-09,936.1,2676.05
15052808,2023-02-09,953.9,2803.28
15077298,2023-02-09,-46.51,315.4200000000001
15077298,2023-02-09,88.16,259.13000000000005
15100785,2023-02-09,166.29,1955.6200000000001
15290238,2023-02-09,-59.13,-1.7099999999999937
15296624,2023-02-09,152.83,849.9300000000001
15296624,2023-02-09,104.33,708.1100000000001
15324178,2023-02-09,157.76,102.14999999999998
15428008,2023-02-09,-199.86,-617.14
15468532,2023-02-09,-141.04,771.45
15668160,2023-02-09,179.02,832.37
15805500,2023-02-09,-175.36,154.69999999999993
15826579,2023-02-09,-948.2,-95.81000000000006
15899774,2023-02-09,1382.5,2242.66
15914466,2023-02-09,157.06,484.01000000000005
15914466,2023-02-09,-109.67,-723.99
15918861,2023-02-09,-22.38,779.4000000000001
15922706,2023-02-09,80.77,875.7099999999999
15944303,2023-02-09,-100.18,949.96
16030234,2023-02-09,129.99,-245.64
16118153,2023-02-09,-49.78,1032.89
16118153,2023-02-09,125.98,1146.25
16191280,2023-02-09,138.88,1835.2700000000002
16223952,2023-02-09,83.5,1846.31
16229373,2023-02-09,161.01,-682.43
16334793,2023-02-09,-77.8,4.909999999999997
16453812,2023-02-09,63.26,566.49
16506904,2023-02-09,-134.11,299.03999999999996
16584745,2023-02-09,-76.04,-949.02
16633794,2023-02-09,113.42,541.7
16676577,2023-02-09,-1436.4,-1135.02
17024652,2023-02-09,11.35,2590.2799999999997
17144855,2023-02-09,-104.58,439.4
17644586,2023-02-09,109.76,350.9199999999999
17669623,2023-02-09,171.17,351.38999999999993
17692892,2023-02-09,-45.55,520.48
17722231,2023-02-09,-462.2,542.44
17810734,2023-02-09,348.22,209.42000000000002
17868317,2023-02-09,-52.36,553.6300000000001
17939571,2023-02-09,-53.14,626.12
17983851,2023-02-09,99.73,1856.42
18133554,2023-02-09,109.2,2998.05
18133554,2023-02-09,176.85,3116.67
18348734,2023-02-09,-1032.4,-1107.2500000000005
18348734,2023-02-09,1045.1,-1183.7100000000005
18517970,2023-02-09,-31.2,493.9000000000001
18563743,2023-02-09,-124.7,523.09
18582171,2023-02-09,105.34,986.96
18685463,2023-02-09,476.02,438.37
19201987,2023-02-09,-140.78,402.65
19242274,2023-02-09,-94.16,-52.28999999999999
19524427,2023-02-09,151.44,245.60000000000002
19559937,2023-02-09,-114.03,1976.94
19920990,2023-02-09,-90.7,-1481.93
19956941,2023-02-09,-133.65,2478.81
19980716,2023-02-09,20.07,2078.8700000000003
19980716,2023-02-09,125.68,2192.8800000000006
20090784,2023-02-09,1263.9,1844.8500000000001
20176338,2023-02-09,96.42,458.37
20242626,2023-02-09,85.48,868.61
20287993,2023-02-09,-756.5,1557.0100000000002
20316429,2023-02-09,-94.92,436.2200000000001
20345467,2023-02-09,154.63,794.52
20704613,2023-02-09,30.57,411.93
20838578,2023-02-09,620.7,564.83
20991411,2023-02-09,-111.33,503.08
20992354,2023-02-09,-191.5,-97.83999999999999
21001872,2023-02-09,31.76,43.99
21032760,2023-02-09,127.8,153.85000000000002
21032760,2023-02-09,78.9,-839.55
21618665,2023-02-09,-171.64,48.48999999999998
21646418,2023-02-09,-74.78,1022.6700000000001
21675999,2023-02-09,-598.4,562.8499999999999
21694967,2023-02-09,-159.45,1212.9400000000003
21816770,2023-02-09,74.16,890.36
21844169,2023-02-09,103.37,403.3599999999999
21898016,2023-02-09,117.42,230.57
22035411,2023-02-09,-132.14,1098.42
22054113,2023-02-09,57.96,527.6800000000001
22099256,2023-02-09,-1003.2,-740.34
22137086,2023-02-09,-1368.6,-257.6700000000005
22268314,2023-02-09,-65.31,-228.32999999999998
22393008,2023-02-09,-1806.9,206.5999999999999
22393008,2023-02-09,1260.0,60.499999999999915
22403299,2023-02-09,167.11,2215.1299999999997
22403299,2023-02-09,735.1,2357.5699999999997
22403299,2023-02-09,142.44,2269.18
22412680,2023-02-09,154.46,744.5600000000001
22412680,2023-02-09,119.51,779.95
22412680,2023-02-09,35.39,612.7
22483300,2023-02-09,-140.12,458.01
22683382,2023-02-09,-104.64,568.41
22846221,2023-02-09,126.83,1935.04
23032852,2023-02-09,140.72,2305.07
23032852,2023-02-09,780.7,2149.73
23231848,2023-02-09,-97.52,-1879.65
23271383,2023-02-09,138.63,2179.23
23271383,2023-02-09,157.69,2183.84
23271383,2023-02-09,4.61,2049.84
23310842,2023-02-09,-878.3,-994.9999999999999
23325248,2023-02-09,-137.59,-270.65
23333877,2023-02-09,78.08,873.48
23445508,2023-02-09,-85.73,-309.73
23479459,2023-02-09,50.86,269.86000000000007
23501735,2023-02-09,-150.5,476.9599999999999
23736501,2023-02-09,-74.77,973.1899999999999
23736501,2023-02-09,182.37,1030.3799999999999
23736501,2023-02-09,57.19,994.3199999999999
23865100,2023-02-09,83.2,442.5
23942646,2023-02-09,105.09,556.81
23971753,2023-02-09,-120.67,-13.259999999999962
23971753,2023-02-09,-142.67,-1671.26
24076677,2023-02-09,-162.79,534.61
24113784,2023-02-09,-1026.7,-1730.91
24122572,2023-02-09,149.41,1350.0900000000001
24123707,2023-02-09,120.26,1834.75
24198488,2023-02-09,83.59,634.0500000000001
24298516,2023-02-09,177.23,1017.59
24298516,2023-02-09,146.1,1081.3400000000001
24308337,2023-02-09,-1653.3,-1829.7299999999998
24370240,2023-02-09,1245.5,1833.32
24406166,2023-02-09,746.97,879.45
24406166,2023-02-09,132.48,975.97
24462859,2023-02-09,136.38,-957.8100000000001
24516638,2023-02-09,-80.86,466.64
24529850,2023-02-09,-2283.2,-1407.4799999999998
24529850,2023-02-09,-62.59,-1510.6699999999998
24529850,2023-02-09,-103.19,-1646.9699999999998
24529850,2023-02-09,-136.3,-1843.6099999999997
24533829,2023-02-09,-180.4,23.810000000000016
24539679,2023-02-09,1151.1,2778.3700000000003
24669065,2023-02-09,574.3,661.51
24725325,2023-02-09,-150.55,297.1099999999999
24796881,2023-02-09,89.09,1269.48
24826358,2023-02-09,-151.47,674.36
24826358,2023-02-09,-107.86,504.17
24859951,2023-02-09,-204.91,687.0900000000001
24860683,2023-02-09,-941.0,191.6600000000002
24999129,2023-02-09,173.68,706.41
24999129,2023-02-09,-38.13,630.62
25033680,2023-02-09,-169.4,-674.73
25099734,2023-02-09,193.92,451.3799999999999
25110012,2023-02-09,-129.86,174.85999999999996
25110012,2023-02-09,6.19,56.159999999999954
25240031,2023-02-09,-57.72,553.1699999999998
25406407,2023-02-09,120.62,491.83000000000004
25412464,2023-02-09,96.86,465.84
25510430,2023-02-09,-79.47,1620.2499999999998
25510430,2023-02-09,145.58,1533.0399999999997
25510430,2023-02-09,-87.21,1389.7699999999998
25584693,2023-02-09,693.4,1849.3999999999999
25628234,2023-02-09,43.31,885.23
25628234,2023-02-09,68.25,725.69
25698177,2023-02-09,150.64,3635.1800000000003
25768265,2023-02-09,72.17,-2394.8699999999994
25787771,2023-02-09,-117.36,246.45999999999992
26102798,2023-02-09,-162.11,-606.95
26109213,2023-02-09,104.18,596.48
26109213,2023-02-09,109.32,490.69
26506201,2023-02-09,135.69,853.0300000000001
26632358,2023-02-09,1029.9,1922.2500000000002
26643616,2023-02-09,-160.91,126.86000000000004
26675311,2023-02-09,-15.66,886.12
26675311,2023-02-09,27.53,730.83
26791907,2023-02-09,-126.46,-484.39000000000004
26863880,2023-02-09,946.2,1350.84
