Account Number;Balance Date;Transaction Value;Balance;date
49075324;03/02/2023;-716.6;-455.76;2023-02-03
44019515;06/02/2023;-38.7;238.86;2023-02-06
24533935;11/02/2023;95.27;953.33;2023-02-11
14840078;14/02/2023;75.98;209.47;2023-02-14
60017511;04/02/2023;-131.11;1841.41;2023-02-04
22268314;05/02/2023;-65.31;-72.64;2023-02-05
68891568;13/02/2023;-77.23;825.74;2023-02-13
39298122;13/02/2023;-32.94;-68.8;2023-02-13
49216581;31/01/2023;;911.91;2023-01-31
38749064;01/02/2023;143.97;713.95;2023-02-01
11061291;04/02/2023;186.95;-105.72;2023-02-04
29887258;31/01/2023;;392.91;2023-01-31
93747938;08/02/2023;55.57;-296.92;2023-02-08
23479459;02/02/2023;121.53;297.76;2023-02-02
59961433;09/02/2023;-77.09;966.76;2023-02-09
44812075;06/02/2023;127.59;1600.59;2023-02-06
32261620;02/02/2023;179.4;1022.03;2023-02-02
82930132;11/02/2023;-137.86;444.89;2023-02-11
62213525;31/01/2023;;45.68;2023-01-31
97187999;05/02/2023;-27.88;91.93;2023-02-05
84411930;05/02/2023;-36.77;821.79;2023-02-05
53831793;10/02/2023;135.89;625.38;2023-02-10
30929422;12/02/2023;-76.48;-287.99;2023-02-12
50610780;02/02/2023;-166.35;503.65;2023-02-02
10295384;04/02/2023;-96.09;124.38;2023-02-04
21675999;11/02/2023;56.7;651.96;2023-02-11
57145139;08/02/2023;-100.27;-703.89;2023-02-08
36197772;04/02/2023;-189.3;750.91;2023-02-04
53089607;05/02/2023;-176.88;700.3;2023-02-05
47172665;14/02/2023;135.61;-33.2;2023-02-14
98070849;01/02/2023;125.14;1259.35;2023-02-01
43623061;31/01/2023;;724.39;2023-01-31
78493642;09/02/2023;134.78;1143.62;2023-02-09
35160368;13/02/2023;-39.15;599.35;2023-02-13
24999129;13/02/2023;70.3;700.92;2023-02-13
36419197;31/01/2023;;627.78;2023-01-31
73321391;31/01/2023;;100.12;2023-01-31
35721788;31/01/2023;;837.07;2023-01-31
48860469;08/02/2023;-103.37;600.5;2023-02-08
59167707;01/02/2023;-109.32;795.11;2023-02-01
80889919;31/01/2023;;298.45;2023-01-31
76474111;11/02/2023;-73.94;507;2023-02-11
10819898;10/02/2023;-104.75;760.84;2023-02-10
41706310;01/02/2023;82.09;208.17;2023-02-01
91246568;02/02/2023;-111.58;124.65;2023-02-02
19201987;06/02/2023;-140.78;322.02;2023-02-06
45238909;08/02/2023;751.9;1777.58;2023-02-08
28254911;11/02/2023;633.2;2257.62;2023-02-11
25931435;07/02/2023;199.86;257.42;2023-02-07
46322903;06/02/2023;-179.1;671.37;2023-02-06
97187999;03/02/2023;-94.5;119.81;2023-02-03
52461586;31/01/2023;;596.3;2023-01-31
32386770;02/02/2023;101.46;684.36;2023-02-02
98611122;06/02/2023;76.04;1512.83;2023-02-06
72230395;14/02/2023;-597.7;-458.81;2023-02-14
15918861;03/02/2023;122.97;904.94;2023-02-03
46479025;04/02/2023;-45.51;366.41;2023-02-04
83128544;08/02/2023;-128.53;-52.17;2023-02-08
15522788;04/02/2023;81.01;361.03;2023-02-04
24150990;14/02/2023;91.7;468.19;2023-02-14
47414258;07/02/2023;-1277.4;-712.02;2023-02-07
53831793;13/02/2023;1226.1;1851.48;2023-02-13
86272488;01/02/2023;-90.79;-79.06;2023-02-01
11662506;14/02/2023;-1397.8;-1133.63;2023-02-14
45015534;09/02/2023;83.42;1252.64;2023-02-09
98353764;13/02/2023;80.09;578.95;2023-02-13
69540137;06/02/2023;51.71;986.05;2023-02-06
11333185;07/02/2023;186.08;415.39;2023-02-07
53884626;13/02/2023;74.01;824.84;2023-02-13
11662506;31/01/2023;;573.89;2023-01-31
93745446;12/02/2023;-64.01;481.81;2023-02-12
24299977;01/02/2023;-88.99;34.02;2023-02-01
96121732;13/02/2023;99.06;2604.82;2023-02-13
44816910;05/02/2023;-9.05;552.46;2023-02-05
82233451;31/01/2023;;795.71;2023-01-31
64683004;13/02/2023;-188.62;4568.6;2023-02-13
35726421;09/02/2023;257.1;599.9;2023-02-09
72050477;03/02/2023;-106.6;-10.73;2023-02-03
68315462;10/02/2023;-74.29;2712.95;2023-02-10
68793483;09/02/2023;140.49;1.35;2023-02-09
47781255;31/01/2023;;462.62;2023-01-31
14907946;14/02/2023;-161.34;993;2023-02-14
81384411;04/02/2023;-1361;-1010.83;2023-02-04
35869347;06/02/2023;128.7;798.38;2023-02-06
17983851;12/02/2023;-76.82;1906.27;2023-02-12
84416510;12/02/2023;124.59;1836.49;2023-02-12
50547726;04/02/2023;46.13;865.07;2023-02-04
54300071;03/02/2023;87.44;1104.55;2023-02-03
59201002;01/02/2023;199.99;980.84;2023-02-01
77838890;11/02/2023;-11.3;1838.27;2023-02-11
19705767;14/02/2023;-7.09;999.64;2023-02-14
81662619;10/02/2023;-34.99;774.91;2023-02-10
50647892;06/02/2023;120.78;934.85;2023-02-06
56899079;09/02/2023;-827.3;-381.91;2023-02-09
76799768;04/02/2023;49.53;385.82;2023-02-04
67090449;10/02/2023;-59.66;-278.87;2023-02-10
24051672;06/02/2023;50.67;37.65;2023-02-06
87297577;03/02/2023;109.74;460.8;2023-02-03
72812647;11/02/2023;-159.08;290.24;2023-02-11
14648004;07/02/2023;21.02;544.45;2023-02-07
76273831;08/02/2023;99.77;1011.52;2023-02-08
26907311;13/02/2023;74.01;-241.89;2023-02-13
17228160;05/02/2023;179.42;1363.11;2023-02-05
38558525;08/02/2023;194.3;2908.62;2023-02-08
57224848;05/02/2023;-77;-24.06;2023-02-05
93446276;02/02/2023;162.35;1182.99;2023-02-02
43858112;02/02/2023;-39.75;499.08;2023-02-02
84070285;04/02/2023;-32.62;-172.12;2023-02-04
63486424;05/02/2023;167.77;699.37;2023-02-05
72309641;06/02/2023;-96.4;469.55;2023-02-06
60238192;14/02/2023;58.12;591.89;2023-02-14
75172199;10/02/2023;-108.6;1536.31;2023-02-10
23971753;14/02/2023;123.69;-1596.11;2023-02-14
18517970;31/01/2023;;709.95;2023-01-31
24725325;12/02/2023;-139.56;146.13;2023-02-12
39974803;04/02/2023;-39.82;614.04;2023-02-04
37561049;14/02/2023;113.07;2746.54;2023-02-14
78844183;12/02/2023;-50.34;-181.7;2023-02-12
59432049;31/01/2023;;387.57;2023-01-31
61493381;31/01/2023;;569.94;2023-01-31
54565625;01/02/2023;148.64;621.4;2023-02-01
30227774;01/02/2023;-99.3;447.55;2023-02-01
17868317;07/02/2023;-52.36;481.44;2023-02-07
51266306;05/02/2023;-118.23;1259.2;2023-02-05
60866500;06/02/2023;68.31;398.27;2023-02-06
54673873;11/02/2023;-32.2;168.39;2023-02-11
39402264;07/02/2023;-98.93;2375.91;2023-02-07
67270354;12/02/2023;-68.07;1591.83;2023-02-12
60238192;12/02/2023;202.22;473.1;2023-02-12
40098771;11/02/2023;-60.09;458.87;2023-02-11
25146667;14/02/2023;0.73;309.01;2023-02-14
55009163;13/02/2023;-23.17;451.55;2023-02-13
24299977;04/02/2023;78.83;9.59;2023-02-04
13474543;05/02/2023;-107.87;451.41;2023-02-05
50520009;14/02/2023;137.73;2710.18;2023-02-14
28909144;31/01/2023;;263.97;2023-01-31
83573848;02/02/2023;123.95;980.98;2023-02-02
20413037;02/02/2023;98.09;333.88;2023-02-02
98119030;31/01/2023;;179.3;2023-01-31
32888555;06/02/2023;1161.4;1944.68;2023-02-06
98620342;31/01/2023;;976.13;2023-01-31
59510370;14/02/2023;-53.96;355.23;2023-02-14
50756739;13/02/2023;106.08;564.45;2023-02-13
30340808;07/02/2023;-121.9;585.29;2023-02-07
91971494;06/02/2023;1053.5;340.27;2023-02-06
66504443;05/02/2023;-45.47;355.99;2023-02-05
40039031;31/01/2023;;124.72;2023-01-31
15793232;31/01/2023;;45.88;2023-01-31
76355557;31/01/2023;;285.61;2023-01-31
59867000;08/02/2023;-36.78;252.66;2023-02-08
42396753;08/02/2023;-95.14;593.96;2023-02-08
79181666;11/02/2023;77.77;834.49;2023-02-11
70554021;06/02/2023;-116.65;57.1;2023-02-06
38291062;14/02/2023;77.33;531.52;2023-02-14
82027257;11/02/2023;147.54;840.22;2023-02-11
14253152;14/02/2023;100.16;218.27;2023-02-14
99611232;06/02/2023;69.84;682.22;2023-02-06
86995846;10/02/2023;-126.15;964.76;2023-02-10
98596312;03/02/2023;-174.31;594.61;2023-02-03
35083564;31/01/2023;;599.99;2023-01-31
33470885;03/02/2023;-75.66;637.86;2023-02-03
19154395;01/02/2023;173.96;904.22;2023-02-01
10350324;11/02/2023;119.75;1356.9;2023-02-11
17264146;14/02/2023;-163.39;144.6;2023-02-14
82879607;11/02/2023;164.37;167.37;2023-02-11
88489173;02/02/2023;-115.09;530.35;2023-02-02
45253870;31/01/2023;;273.37;2023-01-31
23032852;04/02/2023;75.94;1383.65;2023-02-04
79015773;13/02/2023;39.15;668.3;2023-02-13
61682186;10/02/2023;-26.43;1088.38;2023-02-10
57121657;08/02/2023;796.3;1834.54;2023-02-08
92437489;31/01/2023;;24.19;2023-01-31
89497773;02/02/2023;131.02;768.04;2023-02-02
70214700;02/02/2023;-84.59;-1187.1;2023-02-02
90203948;08/02/2023;1608.4;2644.98;2023-02-08
76146870;07/02/2023;141.27;1836.23;2023-02-07
60193174;10/02/2023;101.72;1829.5;2023-02-10
22830156;02/02/2023;634.2;1230.26;2023-02-02
99657974;31/01/2023;;263.32;2023-01-31
63486424;31/01/2023;;531.83;2023-01-31
40745965;31/01/2023;;654.15;2023-01-31
22298371;07/02/2023;86.22;650.93;2023-02-07
48081999;05/02/2023;111.66;687.68;2023-02-05
38587383;01/02/2023;-146.1;514.09;2023-02-01
42746180;31/01/2023;;12.15;2023-01-31
83281565;31/01/2023;;968.83;2023-01-31
27628187;02/02/2023;-109.57;235.06;2023-02-02
34158235;14/02/2023;-159.08;-260.68;2023-02-14
86489618;31/01/2023;;488.7;2023-01-31
85826354;31/01/2023;;611.74;2023-01-31
48081999;02/02/2023;96.07;386.96;2023-02-02
32991596;11/02/2023;-147.54;2972.73;2023-02-11
24849103;01/02/2023;-83.41;297.95;2023-02-01
41194009;31/01/2023;;585.15;2023-01-31
39710099;09/02/2023;-105.33;-99.09;2023-02-09
79307217;09/02/2023;101.37;529.37;2023-02-09
31680976;14/02/2023;149.9;-147.59;2023-02-14
79566627;09/02/2023;-109.28;-720.36;2023-02-09
47781255;08/02/2023;63.9;589.16;2023-02-08
43365633;13/02/2023;111.43;33;2023-02-13
10819898;31/01/2023;;750.25;2023-01-31
86263956;31/01/2023;;852.67;2023-01-31
51471469;10/02/2023;-1725.1;-1217.12;2023-02-10
55009163;07/02/2023;-77.09;482.49;2023-02-07
84280969;09/02/2023;103.44;357.61;2023-02-09
55819086;09/02/2023;-135.23;1459.57;2023-02-09
18517970;14/02/2023;-91.78;405.98;2023-02-14
45822265;31/01/2023;;881.34;2023-01-31
85490561;13/02/2023;-86.25;367.4;2023-02-13
58489789;02/02/2023;39.87;500.37;2023-02-02
46059921;02/02/2023;-79.3;731.27;2023-02-02
10295384;07/02/2023;186.15;498.44;2023-02-07
76482858;08/02/2023;-782.7;265.27;2023-02-08
81145048;09/02/2023;-898.2;56.91;2023-02-09
95645055;10/02/2023;99.28;823.47;2023-02-10
87261089;13/02/2023;152.6;766.22;2023-02-13
45111669;11/02/2023;-84.36;396.93;2023-02-11
57372684;02/02/2023;237.02;597.76;2023-02-02
27845045;14/02/2023;-130.09;204.8;2023-02-14
89318229;02/02/2023;-72.72;602.36;2023-02-02
79656355;31/01/2023;;766.41;2023-01-31
81340143;09/02/2023;-682.6;68.1;2023-02-09
98237008;04/02/2023;61.06;1363.72;2023-02-04
58785108;07/02/2023;-883.6;-308.22;2023-02-07
94247629;31/01/2023;;308.63;2023-01-31
44364430;09/02/2023;-142.44;98.39;2023-02-09
66930564;05/02/2023;-174.96;139.35;2023-02-05
30791105;31/01/2023;;272.5;2023-01-31
90982016;09/02/2023;142.5;825.85;2023-02-09
55304418;12/02/2023;158.82;-2021.17;2023-02-12
33116647;05/02/2023;-60.9;399.3;2023-02-05
44066457;14/02/2023;156.38;341.21;2023-02-14
61781801;03/02/2023;71.27;771.05;2023-02-03
48940493;02/02/2023;-22.64;589.06;2023-02-02
64160490;13/02/2023;-133.53;15.33;2023-02-13
39875057;14/02/2023;-104.45;-120.72;2023-02-14
56723864;14/02/2023;-70.03;523.21;2023-02-14
35379604;31/01/2023;;171.68;2023-01-31
89650416;31/01/2023;;146.17;2023-01-31
65988118;12/02/2023;157.46;894.26;2023-02-12
40247376;11/02/2023;-91.93;51.83;2023-02-11
48783408;07/02/2023;185.47;705.92;2023-02-07
97913385;13/02/2023;74.3;581.14;2023-02-13
16584745;06/02/2023;-76.04;-36.22;2023-02-06
54932317;09/02/2023;82.57;539.87;2023-02-09
99496896;08/02/2023;65.82;497.14;2023-02-08
41036701;01/02/2023;-802.6;-553.31;2023-02-01
54958587;07/02/2023;-117.45;518.46;2023-02-07
26643616;01/02/2023;-137.72;213.17;2023-02-01
35177782;10/02/2023;-123.77;181.41;2023-02-10
80812213;07/02/2023;-81.75;195.39;2023-02-07
35616763;04/02/2023;90.91;607.2;2023-02-04
95009921;08/02/2023;94.29;1379.39;2023-02-08
78927989;05/02/2023;-60.35;787.52;2023-02-05
26751921;14/02/2023;132.36;932.43;2023-02-14
51313899;31/01/2023;;189.04;2023-01-31
16087504;03/02/2023;147.01;347.91;2023-02-03
93346040;07/02/2023;-135.7;608.73;2023-02-07
16676577;04/02/2023;-77.7;406.95;2023-02-04
22483300;05/02/2023;-52.34;710.89;2023-02-05
92437489;10/02/2023;-73.65;86.79;2023-02-10
30657838;01/02/2023;2239.3;2708.12;2023-02-01
94342965;12/02/2023;-133.51;1305.44;2023-02-12
60459342;11/02/2023;-134.17;489.22;2023-02-11
79415620;10/02/2023;-117.79;602.98;2023-02-10
38428295;11/02/2023;-167.56;323.1;2023-02-11
62756075;03/02/2023;436.5;1333.37;2023-02-03
83443439;13/02/2023;114.78;1506.12;2023-02-13
10243581;12/02/2023;-1482.9;-1483.91;2023-02-12
69796371;05/02/2023;109.76;2137.09;2023-02-05
44164363;03/02/2023;-155.02;1090.73;2023-02-03
30723991;07/02/2023;-95.78;439.61;2023-02-07
54458410;09/02/2023;138.8;982.34;2023-02-09
44364430;11/02/2023;116.14;214.53;2023-02-11
68708795;03/02/2023;-102.85;296.26;2023-02-03
89689059;06/02/2023;-69.68;587.91;2023-02-06
78807944;01/02/2023;-90.9;351.58;2023-02-01
11717885;31/01/2023;;6.06;2023-01-31
39123048;09/02/2023;-140.35;-198.63;2023-02-09
39122920;14/02/2023;-142.18;742.85;2023-02-14
48831634;13/02/2023;35.46;-2546.37;2023-02-13
19432211;02/02/2023;-124.78;14.28;2023-02-02
32597705;03/02/2023;-172.24;572.61;2023-02-03
29358670;11/02/2023;86.69;1201.16;2023-02-11
35194218;05/02/2023;-812.6;177.8;2023-02-05
22683382;09/02/2023;-142.61;568.41;2023-02-09
52973634;13/02/2023;134.58;1158.18;2023-02-13
79163824;14/02/2023;147.24;440.96;2023-02-14
40673170;06/02/2023;-80.15;36.95;2023-02-06
53059420;07/02/2023;198.21;502.31;2023-02-07
11242986;31/01/2023;;344.68;2023-01-31
46790294;03/02/2023;-72.41;570.28;2023-02-03
85362253;03/02/2023;-178.54;548.59;2023-02-03
18582171;06/02/2023;105.34;850.48;2023-02-06
96227490;05/02/2023;118.23;360.34;2023-02-05
92750088;31/01/2023;;560.4;2023-01-31
91658755;10/02/2023;882;139.19;2023-02-10
37878074;03/02/2023;-1218;-695.13;2023-02-03
79355498;06/02/2023;162.2;913.7;2023-02-06
50335174;09/02/2023;157.79;886.37;2023-02-09
20464830;08/02/2023;159.45;295.61;2023-02-08
72120467;04/02/2023;-75.25;264.9;2023-02-04
89369216;07/02/2023;-141.99;226.36;2023-02-07
97913385;31/01/2023;;498.49;2023-01-31
59876714;07/02/2023;-101.89;1573.12;2023-02-07
41778536;31/01/2023;;722.03;2023-01-31
90313378;11/02/2023;-27.58;1490.53;2023-02-11
32261620;13/02/2023;-151.84;1232.58;2023-02-13
70505401;14/02/2023;-884.5;-680.2;2023-02-14
35574156;04/02/2023;-98.27;340.95;2023-02-04
83187508;14/02/2023;-140.97;2764.73;2023-02-14
86624158;11/02/2023;126.42;1126.02;2023-02-11
38032055;07/02/2023;12.66;396.62;2023-02-07
44272912;09/02/2023;-157.69;1013.04;2023-02-09
21475060;10/02/2023;-117.25;-154.34;2023-02-10
51450938;07/02/2023;150.92;406.5;2023-02-07
45974864;31/01/2023;;957.27;2023-01-31
57027965;11/02/2023;151.02;451.78;2023-02-11
96051784;13/02/2023;-141.46;-952.6;2023-02-13
98112233;06/02/2023;75.16;465.92;2023-02-06
82776251;11/02/2023;202.15;-150.79;2023-02-11
88343796;11/02/2023;66.07;149.38;2023-02-11
45020832;11/02/2023;16.09;297.6;2023-02-11
20129535;07/02/2023;6.03;813.92;2023-02-07
27713909;31/01/2023;;199.77;2023-01-31
56483442;02/02/2023;-1298.8;-1146.95;2023-02-02
23498368;07/02/2023;109.39;633.7;2023-02-07
22403299;08/02/2023;167.11;1480.03;2023-02-08
16977372;10/02/2023;-89.47;600.82;2023-02-10
39360799;01/02/2023;-137.25;144.02;2023-02-01
87807990;08/02/2023;57.32;1486.42;2023-02-08
13459523;07/02/2023;57.31;-116.46;2023-02-07
44331942;12/02/2023;169.34;893.88;2023-02-12
83698413;12/02/2023;-100.01;193.07;2023-02-12
23032852;02/02/2023;832.5;1307.71;2023-02-02
17938672;02/02/2023;-93.88;914.06;2023-02-02
47763906;02/02/2023;-20.57;959.85;2023-02-02
79933337;03/02/2023;1253.8;1768.63;2023-02-03
32888555;03/02/2023;76.11;857.44;2023-02-03
63232279;31/01/2023;;931.78;2023-01-31
71135606;12/02/2023;-116.83;494.62;2023-02-12
90054505;08/02/2023;88.44;545.02;2023-02-08
45829157;10/02/2023;114;244.55;2023-02-10
45631973;31/01/2023;;762.7;2023-01-31
70954264;01/02/2023;-142.91;188.6;2023-02-01
25939481;10/02/2023;52.02;559.45;2023-02-10
75782714;31/01/2023;;105.34;2023-01-31
90871147;10/02/2023;-59.42;-134.43;2023-02-10
91621026;12/02/2023;145.55;337.58;2023-02-12
31589468;01/02/2023;-78.07;635.37;2023-02-01
37017424;10/02/2023;-11.07;-12.92;2023-02-10
97526378;07/02/2023;-55.28;-146.7;2023-02-07
44145489;12/02/2023;-1003.7;-363.17;2023-02-12
18133554;03/02/2023;-168.82;449.99;2023-02-03
11790056;08/02/2023;-41.57;-692.78;2023-02-08
10473116;10/02/2023;28.23;-682.93;2023-02-10
19001745;03/02/2023;76.42;583.97;2023-02-03
32408166;05/02/2023;-113.82;-443.58;2023-02-05
19387921;31/01/2023;;927.28;2023-01-31
77880852;10/02/2023;-103.62;2207.25;2023-02-10
78343618;02/02/2023;-1193.3;-1000.22;2023-02-02
10949168;31/01/2023;;471.8;2023-01-31
35051369;02/02/2023;112.35;705.88;2023-02-02
52127978;31/01/2023;;84.8;2023-01-31
11251776;14/02/2023;-950.7;-111.98;2023-02-14
10819898;14/02/2023;114.54;973.53;2023-02-14
81336468;06/02/2023;75.77;645.86;2023-02-06
10521885;09/02/2023;37.14;255.89;2023-02-09
90824896;02/02/2023;92.36;576.47;2023-02-02
78343618;08/02/2023;107.47;-2524.75;2023-02-08
77841390;14/02/2023;-44.44;2144.31;2023-02-14
79163824;06/02/2023;81.68;182.04;2023-02-06
64300289;31/01/2023;;472.59;2023-01-31
44912164;07/02/2023;-50.93;164.26;2023-02-07
39160879;14/02/2023;302.7;1531.91;2023-02-14
53977562;06/02/2023;-140.83;242;2023-02-06
45111669;31/01/2023;;459.28;2023-01-31
36007496;03/02/2023;-106.54;132.9;2023-02-03
69447534;12/02/2023;101.4;-126.09;2023-02-12
11882775;06/02/2023;-90.05;-1505.66;2023-02-06
44516940;12/02/2023;-67.31;928.7;2023-02-12
50024545;09/02/2023;180.04;413.71;2023-02-09
19242274;09/02/2023;-32.83;-52.29;2023-02-09
76546657;05/02/2023;-122.25;212.67;2023-02-05
91020929;05/02/2023;99.91;340.47;2023-02-05
26643616;14/02/2023;129.29;305.18;2023-02-14
53107499;13/02/2023;168.68;430.77;2023-02-13
68311266;12/02/2023;-96.87;1388.98;2023-02-12
11910409;04/02/2023;-78.93;81.86;2023-02-04
33806253;05/02/2023;-144.63;853.99;2023-02-05
33414190;31/01/2023;;204.38;2023-01-31
38038623;05/02/2023;1345.1;1872.08;2023-02-05
90745743;31/01/2023;;375.07;2023-01-31
80135904;31/01/2023;;120.34;2023-01-31
68558850;07/02/2023;-111.95;1462.7;2023-02-07
41981752;10/02/2023;1375.3;2039.49;2023-02-10
10769769;01/02/2023;-93.28;813.63;2023-02-01
85652943;31/01/2023;;424.5;2023-01-31
70013367;31/01/2023;;38.86;2023-01-31
85490561;03/02/2023;-140.5;491.48;2023-02-03
29473763;08/02/2023;144.06;788.22;2023-02-08
14421453;06/02/2023;67;891.95;2023-02-06
41914097;03/02/2023;84.5;1092.86;2023-02-03
27108454;02/02/2023;106.6;530.56;2023-02-02
28595197;02/02/2023;68.18;965.86;2023-02-02
92001688;07/02/2023;60.76;299.61;2023-02-07
22833010;03/02/2023;-132.53;455.26;2023-02-03
68346907;09/02/2023;-78.9;-282.47;2023-02-09
53845552;09/02/2023;-82.54;1170.78;2023-02-09
60238192;05/02/2023;-62.49;270.88;2023-02-05
80709302;31/01/2023;;280.92;2023-01-31
74387481;07/02/2023;88.5;961.16;2023-02-07
78133064;12/02/2023;149.27;2442.86;2023-02-12
28380949;01/02/2023;-131.58;805.66;2023-02-01
83187508;08/02/2023;-126.03;865.66;2023-02-08
45706674;05/02/2023;109.63;-864.95;2023-02-05
28745450;09/02/2023;113.5;356.89;2023-02-09
81855175;14/02/2023;-32.96;-1823.48;2023-02-14
27356852;01/02/2023;128.78;704.36;2023-02-01
21618665;05/02/2023;-142.33;4.81;2023-02-05
45161114;10/02/2023;126.15;676.09;2023-02-10
35126236;02/02/2023;-379.5;360.3;2023-02-02
10675607;01/02/2023;-114.21;170.63;2023-02-01
99877007;05/02/2023;-72.33;596.3;2023-02-05
59432049;08/02/2023;66.67;2437.7;2023-02-08
60238192;31/01/2023;;307.97;2023-01-31
82776251;31/01/2023;;747.11;2023-01-31
43017598;07/02/2023;164.87;168.12;2023-02-07
94200289;14/02/2023;-131.36;171.72;2023-02-14
71280775;06/02/2023;91.85;621.91;2023-02-06
42783101;07/02/2023;-1035.2;-714.12;2023-02-07
53496996;31/01/2023;;303.15;2023-01-31
64226824;31/01/2023;;794.79;2023-01-31
26751921;14/02/2023;127.34;1059.77;2023-02-14
61884944;03/02/2023;96.42;376.55;2023-02-03
85679194;07/02/2023;-185.02;811.29;2023-02-07
27870202;08/02/2023;13.55;2023.96;2023-02-08
67466632;05/02/2023;-1317.7;-840.89;2023-02-05
71051904;31/01/2023;;48.92;2023-01-31
91944915;01/02/2023;100.12;701.33;2023-02-01
84656105;06/02/2023;109.51;2058.13;2023-02-06
75205767;12/02/2023;-195.95;979.39;2023-02-12
14592080;02/02/2023;149.36;394.58;2023-02-02
64167315;31/01/2023;;145.11;2023-01-31
44364430;31/01/2023;;306.44;2023-01-31
56843498;31/01/2023;;509.55;2023-01-31
86816054;07/02/2023;-1255.9;-837.71;2023-02-07
53192110;31/01/2023;;588.04;2023-01-31
98671410;05/02/2023;90.06;1490.04;2023-02-05
31770323;13/02/2023;109.06;-19.69;2023-02-13
30112323;01/02/2023;38.91;658.32;2023-02-01
88074391;06/02/2023;115.19;728;2023-02-06
11744491;06/02/2023;-92.39;780.23;2023-02-06
91062192;02/02/2023;-170.79;40.73;2023-02-02
18685463;14/02/2023;118.69;630.45;2023-02-14
26118463;01/02/2023;127.46;1108.46;2023-02-01
24999129;13/02/2023;-731.4;-30.48;2023-02-13
78905675;08/02/2023;53.66;-28.57;2023-02-08
24184530;31/01/2023;;37.87;2023-01-31
97913385;10/02/2023;-27.72;506.84;2023-02-10
51793205;31/01/2023;;715.25;2023-01-31
77551209;13/02/2023;-104.56;1859.4;2023-02-13
44358901;04/02/2023;73.67;525.75;2023-02-04
95467370;03/02/2023;31;1611.55;2023-02-03
53380359;08/02/2023;134.23;80.14;2023-02-08
23962863;13/02/2023;123.27;-2169.16;2023-02-13
11228111;10/02/2023;169.47;-1164.02;2023-02-10
15980710;11/02/2023;-58;1154.14;2023-02-11
95412973;10/02/2023;-163.93;528.49;2023-02-10
28429440;10/02/2023;59.31;-103.17;2023-02-10
87817645;31/01/2023;;983.36;2023-01-31
52911248;10/02/2023;-134.99;-277.79;2023-02-10
36551112;05/02/2023;-40.03;1107.07;2023-02-05
33381880;14/02/2023;73.4;582.86;2023-02-14
28976546;01/02/2023;-128.83;325.42;2023-02-01
62716405;31/01/2023;;531.19;2023-01-31
46663039;03/02/2023;-119.2;867.33;2023-02-03
47886866;11/02/2023;125.01;545.35;2023-02-11
42181728;31/01/2023;;51.89;2023-01-31
52146995;01/02/2023;69.4;391.92;2023-02-01
14448009;01/02/2023;-102.39;856.07;2023-02-01
91373446;31/01/2023;;561.42;2023-01-31
80283776;08/02/2023;-123.29;95.53;2023-02-08
48783408;09/02/2023;163.2;974.65;2023-02-09
58558145;11/02/2023;-91.38;289.73;2023-02-11
51298007;05/02/2023;-848.7;-347.83;2023-02-05
59135815;01/02/2023;-800;-559.4;2023-02-01
63569270;11/02/2023;-1231.3;-371.98;2023-02-11
14052052;05/02/2023;-89.52;826.22;2023-02-05
51398784;31/01/2023;;909.2;2023-01-31
21728352;31/01/2023;;733.87;2023-01-31
44662337;09/02/2023;-140.49;747.31;2023-02-09
48434572;04/02/2023;72.42;338.88;2023-02-04
96051784;07/02/2023;77.46;-811.14;2023-02-07
84995019;04/02/2023;133.46;1274.24;2023-02-04
12859818;04/02/2023;-81.01;29.89;2023-02-04
77966293;14/02/2023;100.41;1089.77;2023-02-14
14045416;31/01/2023;;265.63;2023-01-31
43499771;11/02/2023;143.86;1042.05;2023-02-11
81227009;10/02/2023;144.33;805.4;2023-02-10
22833010;08/02/2023;-163.93;262.39;2023-02-08
58925998;31/01/2023;;855.45;2023-01-31
80244844;04/02/2023;128.19;812.66;2023-02-04
66930564;06/02/2023;115.81;255.16;2023-02-06
91859090;06/02/2023;114.75;454.87;2023-02-06
77867306;11/02/2023;-851.2;-1090.05;2023-02-11
36110938;14/02/2023;-51.36;440.68;2023-02-14
15918861;14/02/2023;125.82;905.22;2023-02-14
62147353;12/02/2023;109.65;883.21;2023-02-12
54154999;02/02/2023;-49.14;1020.18;2023-02-02
69556322;03/02/2023;112.15;1024.96;2023-02-03
70010970;31/01/2023;;114.23;2023-01-31
45611838;06/02/2023;-97.64;727.63;2023-02-06
21844169;01/02/2023;-3.04;460.47;2023-02-01
92145159;07/02/2023;-134.99;156.16;2023-02-07
15793232;05/02/2023;1580.8;1505.98;2023-02-05
78392456;05/02/2023;65.73;740.44;2023-02-05
64167315;05/02/2023;69.19;214.3;2023-02-05
71469803;05/02/2023;151.15;165.94;2023-02-05
39123048;12/02/2023;-122.43;-492.75;2023-02-12
41574018;12/02/2023;145.1;499.61;2023-02-12
30929422;08/02/2023;-113.42;-173.14;2023-02-08
77880852;31/01/2023;;550.69;2023-01-31
10608220;10/02/2023;-55.88;482.66;2023-02-10
69008969;03/02/2023;-157.15;431.19;2023-02-03
77917083;31/01/2023;;929.41;2023-01-31
86941058;14/02/2023;505.6;1172.15;2023-02-14
29489865;11/02/2023;-82.38;636.57;2023-02-11
70954264;12/02/2023;-76.6;-45.98;2023-02-12
97762952;31/01/2023;;411.87;2023-01-31
88657589;10/02/2023;-129.33;903.99;2023-02-10
